Date,Open,High,Low,Close
2020-02-13,105.33932310674943,105.46572838210977,105.10025500867135,105.44081142014373
2020-02-14,104.43451712820439,104.52612355913648,103.69988818781968,104.3150868251266
2020-02-15,105.31683426139223,105.50226101035777,105.06201950375271,105.1206003272071
2020-02-16,105.85351763046516,106.14322816045551,105.35513324005939,105.4217569882352
2020-02-17,106.82136318128371,107.58504316972578,106.67969769446641,106.97656302569406
2020-02-18,106.17432802626251,106.92094740969887,105.50173148237876,106.29518111072016
2020-02-19,104.31343721632817,104.57662716334136,103.64860436064583,104.21570970172708
2020-02-20,105.98264061189295,106.62044889299194,105.74560917926014,106.32507878953878
2020-02-21,105.44959243912598,105.9520624455763,105.32220015838725,105.63321322975006
2020-02-22,105.26950182220197,106.20781644820934,104.8403561083798,105.3537326158763
2020-02-23,106.6514978458774,106.68465484350072,106.64094090141059,106.649756002572
2020-02-24,106.7975544709936,107.83052679389311,106.51478491390644,107.0715827798714
2020-02-25,106.72343311470676,107.4789769308312,106.16532845068373,106.96946268750125
2020-02-26,105.4943024589926,105.58009252349538,104.64922575780155,105.19168229438601
2020-02-27,105.65350862524791,106.35538811759238,104.93152519441952,105.70954962769912
2020-02-28,105.88854767577561,106.76880671259812,105.68485014476025,106.33306435707533
2020-02-29,106.91594797472776,107.74178458274994,106.84708115856766,106.9555982800695
2020-03-01,105.79361604036517,106.2893278097975,104.6578590092935,105.47438574985648
2020-03-02,105.84621699777229,106.12020055311056,105.67628770985762,105.73670844810621
2020-03-03,104.90115194326985,105.03316026789412,104.29224414304358,104.78019113200702
2020-03-04,104.96414419014891,105.19376614871244,104.51937783502956,104.64988464616066
2020-03-05,107.28156055140497,107.45524290238544,106.60284995277948,106.61364852098555
2020-03-06,106.87630116292277,107.30312150160283,106.71687328129354,107.10792468398166
2020-03-07,105.94276326608865,106.2055901560306,105.3512605195448,105.62583570313005
2020-03-08,106.46480597896984,107.23345347751848,106.18900750168619,106.64321214013711
2020-03-09,106.5519372043487,106.62685930714984,105.39724773459733,105.93889824834011
2020-03-10,104.92945376630074,104.98951123569836,104.82434835984108,104.86555653159398
2020-03-11,105.94251502822144,106.47839616795646,105.68507196203528,105.80140267727886
2020-03-12,106.748569393004,107.76628819754411,106.37308445883083,106.90338082505055
2020-03-13,105.01913531165438,105.42213131248403,104.92403559781351,105.25095543520308
2020-03-14,106.71394777290384,106.99613643400778,106.07201556933119,106.76905985895043
2020-03-15,102.21359027438913,103.43027744302456,101.87298641190071,102.49860458525698
2020-03-16,105.62498361062347,106.0247190475599,105.03697834376463,105.8505893416065
2020-03-17,104.74932760461212,105.84715694927937,104.35425290181419,105.02258317557565
2020-03-18,104.71475567564505,105.0164953470838,104.12385644071246,104.54000205875516
2020-03-19,104.90566347246643,105.07095705410204,104.17776922760615,104.83098276731899
2020-03-20,103.24857010041022,103.49617508677773,102.38071047325477,102.6487234097078
2020-03-21,104.56977961101686,104.74516434118446,104.01179320911749,104.31067010147329
2020-03-22,104.24630364588032,105.28214241493323,104.00691486180136,104.77860812382136
2020-03-23,105.41994436606092,106.13994040868907,105.35013769509135,105.78777448839378
2020-03-24,103.8483904023286,104.25990146441582,102.89298746099372,103.67735661322939
2020-03-25,102.8182609590274,103.43135584825713,102.46073575028747,103.27037389023253
2020-03-26,103.14460460076405,103.84372020910021,102.61213215163596,103.45798064000165
2020-03-27,103.90609474994378,105.71165869494013,103.84804486997902,104.75377711970647
2020-03-28,103.79414829511683,104.299157839738,103.6171028941238,104.04367036514864
2020-03-29,102.77623620151876,103.71075730514913,102.74366811538151,103.05975211712082
2020-03-30,104.18955090106523,104.29837331558767,103.39763159943813,103.97556543760622
2020-03-31,103.3384895973742,104.19929643748682,103.06157099930817,103.43049944918377
2020-04-01,103.97948780478431,104.30191020110252,103.57354004179368,104.1716762342501
2020-04-02,101.73140872485025,103.3353064705516,101.66635409503691,102.36922167673374
2020-04-03,102.68368947874401,103.06309590023412,101.92425918820284,102.61064041898955
2020-04-04,102.2352276771439,102.64770071427816,102.03841016975281,102.4121577627672
2020-04-05,101.2546905045633,101.27918994358241,101.03918951363917,101.20580221325088
2020-04-06,102.93223008020287,102.99932818511375,102.39960509990806,102.82972982087878
2020-04-07,102.73118243895384,103.17785613913183,102.51583229251888,102.65835232755504
2020-04-08,102.4810719390623,102.60257572986794,101.37574929951273,102.26564774302048
2020-04-09,102.71321741891498,102.71773100759155,101.54302899433411,101.88888913902244
2020-04-10,100.89960245486867,101.0017948562493,100.41644794715894,100.57090759891291
2020-04-11,101.63461910141235,101.6771463073101,101.40300477844127,101.42845063519759
2020-04-12,101.03812788539243,101.98634684045021,100.72372369068809,101.36937005738217
2020-04-13,100.91104114068544,101.47947968912635,100.13659811619277,100.77312220099894
2020-04-14,100.97176623255474,101.44477830508521,100.9376594933837,101.27790989400673
2020-04-15,101.65876197014937,101.87502820907602,101.63608165635438,101.7076783199789
2020-04-16,103.09112885741662,103.09162194922092,102.6463472856631,103.05503479816733
2020-04-17,101.24047053437653,101.94370073065147,100.89934197395918,101.2095907933662
2020-04-18,101.48463945578844,101.82093850970764,100.48544379745384,101.1598222459593
2020-04-19,100.96072261894243,101.1685363458732,100.09364672977287,100.69633066404617
2020-04-20,99.3902282192231,99.56076481811375,98.35960600778974,98.7219057657457
2020-04-21,101.2827486670314,101.28515781311756,100.2693702146402,100.48560763014467
2020-04-22,99.84290561809036,101.02556050416491,99.4663655062682,100.44548728314543
2020-04-23,102.32705887268622,103.58256511263426,102.27426800251475,102.72347104390855
2020-04-24,99.62812173769524,100.14814169024982,99.26496835214938,99.94481954718954
2020-04-25,100.21160032011164,100.42815036585786,100.17921918541882,100.31780063124052
2020-04-26,99.40169275114762,100.12832574438518,99.38502353825913,99.86287486902964
2020-04-27,98.61555030635391,98.66870096557624,98.58559763748514,98.61263966495724
2020-04-28,101.11121695976134,101.33089028509484,100.31511506628846,100.8104040650763
2020-04-29,100.41801301802853,101.22408758025017,99.36599932572335,100.3084425812422
2020-04-30,99.99376851838687,100.27763340686873,99.86457200309371,100.23926417441567
2020-05-01,98.49809996934177,98.55226912658017,98.39555596472891,98.4334886997918
2020-05-02,100.72207948458025,101.08204450866144,100.61332895465792,100.64335962001341
2020-05-03,97.38262938004158,98.64298098284577,97.3642392244024,97.73956959564212
2020-05-04,99.82912852719201,99.93735870256096,99.47806852337176,99.63241713313721
2020-05-05,101.4393282845157,101.63129178953588,101.12109915971855,101.14355366684035
2020-05-06,97.73169763597048,97.91345644558197,97.14879167286455,97.87360956688345
2020-05-07,97.79706490160521,98.35422437491204,97.77449124325017,98.21251362045001
2020-05-08,99.53826962830634,99.73610619151755,98.52149352471004,98.79684996070661
2020-05-09,98.35825166055412,99.03141192013535,97.2621435509455,98.11593247475797
2020-05-10,96.9495835549768,96.99954171058135,96.88511746959789,96.99487323922214
2020-05-11,98.76610589867227,99.44027561306581,97.64433809593879,98.54424003980324
2020-05-12,97.8257357210478,97.9468868530194,97.0532228153925,97.34761447726623
2020-05-13,98.9549527328925,99.63239657920477,97.99234884545635,98.82193730186819
2020-05-14,97.38232366802295,97.79444603900421,96.81097689549014,97.37161355553503
2020-05-15,100.25374574212957,100.26532835207944,99.02267143450244,99.78800781697241
2020-05-16,97.52657889069974,97.85678677853622,96.49941384060375,97.40627061650204
2020-05-17,97.94641108944103,98.43511773802977,97.55883798111572,97.82339556958604
2020-05-18,98.75289662456188,99.04694528168298,98.04200460385606,98.91945353283316
2020-05-19,96.63465030363126,96.86738553207333,96.48633307667869,96.84015615867725
2020-05-20,98.0632281727584,98.54654955459894,97.91977481416968,98.26822382298468
2020-05-21,99.57715272116138,99.95599089284048,99.01629118952913,99.32235902586963
2020-05-22,96.51973345196325,96.56747562001344,95.90270866363619,96.38693944999318
2020-05-23,98.70991989987671,98.76208309896245,98.02594358795258,98.16305734458771
2020-05-24,98.19814510799881,99.08505727313249,97.737360451343,98.22713708815279
2020-05-25,98.56132700339366,98.82535089955662,98.2663602156887,98.74276882151285
2020-05-26,96.32187604468078,97.31062676550694,96.0564464711068,96.72257377762725
2020-05-27,97.02333981599524,97.0281897550778,95.91808203291814,96.64255449966315
2020-05-28,99.22182609927368,99.24316676089727,98.11296034762925,98.49336373722352
2020-05-29,98.28955980230857,98.43379208647137,98.0222772252157,98.28175381790503
2020-05-30,98.68539866885004,98.8441664672672,98.03241180762578,98.25355148097032
2020-05-31,98.83346972097304,99.08271044517866,98.2078741331307,98.3727405502101
2020-06-01,97.8261506358642,98.1692421575456,97.32593761573727,97.37444237548324
2020-06-02,98.07939756275987,98.89076125068812,98.03367365635835,98.31982853297274
2020-06-03,98.48401654976219,98.83120425129295,98.19443793421786,98.41867508839483
2020-06-04,97.53872141065906,97.96316156725835,96.65805000698889,97.45418120981094
2020-06-05,100.41647438656203,100.79267772133261,99.6260413905548,100.08211673050008
2020-06-06,98.73894678704738,99.2059762737235,98.46096696185333,98.74283683068226
2020-06-07,97.13096877702675,97.15965782159206,96.66763206182117,97.13518192397406
2020-06-08,99.07719150430566,99.78932639986832,98.93405598609696,99.04530331819377
2020-06-09,97.5787149433307,98.0277811911328,97.12900257038088,97.48107333120181
2020-06-10,99.52988424192475,99.8465943014599,98.82202735730333,99.31453943886684
2020-06-11,99.76417613117188,99.93061758563651,99.38105954047133,99.7623936857681
2020-06-12,98.08541241313763,98.373654810047,97.55329523273404,97.86404680241071
2020-06-13,99.26439990340702,100.03558840599923,98.97145709627479,99.73356377418243
2020-06-14,98.78558015761135,99.76791966644522,98.60372535966465,99.27288989697801
2020-06-15,99.65656588745496,99.856790951523,99.30681225620968,99.77648413375417
2020-06-16,101.07386027896015,101.44099160235197,100.52476184876642,100.94985217171886
2020-06-17,98.66637473341939,99.64983366406356,98.45143467135199,98.91054876086024
2020-06-18,98.49065328863036,98.54456823200032,98.36171946601443,98.50923893850907
2020-06-19,98.65114546722822,99.19380992795422,98.19778099314823,98.48457338898953
2020-06-20,98.85925148194906,98.96584443993865,98.64501266834377,98.67337466160004
2020-06-21,99.99493481346882,100.15075579961736,99.19264113299074,99.53107075975134
2020-06-22,99.84802248368418,100.62330823064195,99.68953454304123,100.07210449663985
2020-06-23,99.98591052596383,100.52950479311563,99.97530035515582,100.1341142890115
2020-06-24,101.06472827170413,101.32424492842644,100.14941606787994,100.81466335713611
2020-06-25,100.25736983297169,100.73384397011279,99.5130625357925,100.13401545862516
2020-06-26,101.75592262318288,101.98441622278483,101.22368485975379,101.71144569435492
2020-06-27,100.25884758162768,100.35187688481027,99.77707204804707,100.1334018506915
2020-06-28,103.50223939686872,103.70253514165076,102.68678031465882,103.26150514520211
2020-06-29,101.81698762950454,101.8409432443871,101.22795181785997,101.31328896533724
2020-06-30,100.00654910163723,100.47180981087918,99.46923304189802,99.97963318589913
2020-07-01,100.12577533231183,100.42692474223726,99.83817236952254,99.91782314493592
2020-07-02,101.43659134976421,101.90039459910238,101.12495015241366,101.62573829995023
2020-07-03,101.0097604085319,101.58630999077718,100.90505809409053,101.0768456511257
2020-07-04,101.9854058579954,102.2476738824665,101.63402750225364,102.17370829679349
2020-07-05,101.7714792408475,102.4254193537096,101.5209222014561,102.0945637819512
2020-07-06,101.70835268796374,101.71564949653937,101.62292389107404,101.71219456748489
2020-07-07,101.10176036041014,101.29609617045398,100.82984971515015,101.10386397678701
2020-07-08,100.49676176345066,100.81743450282816,100.02985006048885,100.60323758538763
2020-07-09,101.74189283493943,102.06913335206134,101.56184296708584,101.84064410936365
2020-07-10,102.86892042081038,103.70982742368291,102.82280468335104,103.31413185010497
2020-07-11,102.53078297728567,103.06179832980959,102.5133739215449,102.84375166108111
2020-07-12,101.5423851920981,101.8053331886179,101.34935257205393,101.55704465423935
2020-07-13,103.01837694654486,103.27972788927494,102.99423405227449,103.15013913037181
2020-07-14,103.61617895102734,103.7380450482267,103.42807390870065,103.53734717456305
2020-07-15,102.50203004925646,102.56440789976159,102.0403431626795,102.44398744404191
2020-07-16,103.6680845119352,103.69618322295065,103.45619802431162,103.65797450783417
2020-07-17,103.85414726713783,104.04956018623396,103.47642544951752,103.739297436491
2020-07-18,102.5900914229149,103.05354645519797,102.46597833217328,102.71523745920648
2020-07-19,104.62171936426091,104.70395776955917,104.10369132233801,104.39323853093262
2020-07-20,104.93244435066794,105.00956747738122,104.3324938870631,104.77344801378585
2020-07-21,105.10381404435145,105.66920088629804,104.96541129894614,105.47274051019323
2020-07-22,105.89830579186308,106.07355262763845,105.40613356474434,105.62017530535981
2020-07-23,103.12947147212927,103.64155954403097,102.92382709441492,103.3648911603051
2020-07-24,104.10667784155201,104.23943045938971,103.56678743172594,103.98027162501445
2020-07-25,105.62102405746401,105.62193208384103,105.29318716318832,105.60786314751726
2020-07-26,105.27003829069896,105.97028624303958,105.24836178301484,105.78038713824422
2020-07-27,106.13522263248025,106.16885230403544,105.84118673921778,105.95431223247176
2020-07-28,109.58186778680204,109.69155583149048,109.40089096733377,109.46339850520916
2020-07-29,106.665826425557,106.68796088469259,105.85638172697402,106.35154940777487
2020-07-30,107.09240753703494,107.39820144088957,106.82661388209644,107.08465753337778
2020-07-31,107.2995422050761,107.43172351859442,106.56559730712755,107.06982100735753
2020-08-01,106.4559067592569,107.39333686547933,106.39352439114806,106.93208712798997
2020-08-02,106.26942076257059,106.62481019599885,106.09016564557493,106.12830930471041
2020-08-03,106.88336194527908,107.80735782239061,106.81699098900172,107.36329521179063
2020-08-04,106.56645296933692,106.58812118108952,105.7093310179432,105.98997382885491
2020-08-05,106.6322890002714,106.69359401238992,106.35864170474507,106.6820421888084
2020-08-06,106.63478926034101,106.71253438169943,106.18527930067361,106.58701317427621
2020-08-07,107.27241296699616,107.30999472592431,106.70417705630403,107.30508895424425
2020-08-08,109.71058421541738,110.11074644696473,109.67336120669292,109.68590428026602
2020-08-09,105.68445068338843,106.24501207908855,105.33264359083147,105.64907764141375
2020-08-10,107.92756023841552,108.50802175652595,107.88317426627621,108.34464268325165
2020-08-11,105.93016902937109,106.81340646463931,105.69426085529031,106.18452815918668
2020-08-12,107.10440677637347,107.50220332372558,106.9860096023736,107.46087806358636
2020-08-13,109.40822443929925,109.80145712825721,109.06075637446867,109.153916528627
2020-08-14,108.17066614704872,108.50408854759674,108.04824338111516,108.25788117000363
2020-08-15,107.01998196020973,107.31260671249947,106.98711435852137,107.24086340441923
2020-08-16,107.30421747651937,108.07173981637327,107.14980092803306,107.7245794997026
2020-08-17,109.0926873660282,109.42220995480844,109.03577492996865,109.23692385308149
2020-08-18,108.13831224938502,108.14803369163441,107.78695322959592,107.94047389900614
2020-08-19,108.99889492089375,109.22282539965302,108.29252416186219,108.99679262578508
2020-08-20,109.50808189745156,109.52751548796077,108.92470922918689,108.93128998411247
2020-08-21,108.09406670480124,108.73931179440812,107.58762213262071,108.33530809435817
2020-08-22,110.92399904596338,111.4631492714789,110.71602250135427,111.22776875309216
2020-08-23,110.0545026468991,110.27588630374233,109.17833454157979,109.81030979267786
2020-08-24,107.2664382845105,107.79045470558647,107.01268926084735,107.23939243746484
2020-08-25,109.59020266614314,109.74621881694944,109.52353476271651,109.53464437477848
2020-08-26,108.39756697987369,109.089144755303,108.18805918537295,108.76550648739492
2020-08-27,109.79386954148275,110.45039135559654,109.69604692671643,110.35421861093891
2020-08-28,108.37811217852604,108.92318170358872,108.19010511184864,108.77909242825925
2020-08-29,109.64218675515899,110.06805886019065,109.40746455158026,109.52199092954109
2020-08-30,110.1024227279587,110.34866452892092,109.59333500068881,110.20207057642428
2020-08-31,110.05832237221364,111.0459370153405,109.99240852867149,110.61839625377343
2020-09-01,108.29906324511035,109.18462014077907,108.06294226904028,108.60306910872715
2020-09-02,109.46528271523086,109.60302531413599,108.88177060430955,109.51472506788114
2020-09-03,108.88413175112164,109.88731542901262,108.71135779321762,109.41525255946581
2020-09-04,109.00860574210921,109.48791448142165,108.75876684255225,109.272930265864
2020-09-05,112.4151930858359,112.53526350107867,111.64809445461275,111.72284956459868
2020-09-06,110.1021988223869,110.7992801710982,109.97440473949048,110.38857606729789
2020-09-07,108.74008544121992,109.43304216010479,108.67758097318152,108.74396653000869
2020-09-08,110.98766708341131,111.41245784274966,110.58836071185776,110.9390244330602
2020-09-09,111.92016878911548,112.1922784310243,111.8022020938728,112.15469022503017
2020-09-10,111.35709241731044,111.62300954853275,111.01393436341627,111.07143892302915
2020-09-11,109.13134851771218,109.35490916714971,108.21542791306324,108.52112485247616
2020-09-12,109.54118883452344,110.08320368857804,109.45503667882892,109.55288171571743
2020-09-13,111.41705653717858,112.02201160006034,110.57924092964886,111.29577086041195
2020-09-14,109.28878525318301,110.09633331548235,108.46324460204825,109.30808508172005
2020-09-15,110.41562723305844,110.64608435963564,110.37683396274018,110.4416524811016
2020-09-16,110.54539782554511,110.9408322621433,109.88914916678527,110.74976680019198
2020-09-17,108.82840289684597,109.5741349113675,108.54746432993834,109.02076540142609
2020-09-18,109.89890458173521,110.23018319750697,109.5833639595799,109.85604400364426
2020-09-19,106.63621925468495,107.40575399353041,106.56723211040287,106.63753743220259
2020-09-20,108.94457624863185,109.64022364179317,108.35297924708753,108.81307062115681
2020-09-21,109.13027597303802,109.86532658266427,108.80546805213825,109.53902236162185
2020-09-22,108.5576655316725,108.71315842325612,107.83772799936166,108.49348349538349
2020-09-23,111.31627499257036,112.04597388868447,111.27218551613726,111.3189676193544
2020-09-24,108.26534639681299,108.45443230809585,108.12920307297547,108.19739194685144
2020-09-25,109.27349161329319,109.89680153729175,108.74586710022825,109.12423138096108
2020-09-26,109.84070430322926,110.02713630286802,109.3491867790031,109.62760687066553
2020-09-27,111.13587315673132,111.4984755792932,110.64672119923553,110.86666434630622
2020-09-28,107.88579619498645,108.00483197086271,107.64713909585456,107.91407848367803
2020-09-29,110.7251386196289,111.02851068229359,109.6677971113524,110.43377318488984
2020-09-30,109.44784645056338,109.62988098184054,108.30884716776082,109.19772875592716
2020-10-01,108.02914251531072,108.68217765373309,107.73040412676693,108.11919275474509
2020-10-02,109.15644992872699,109.63419349428456,108.60006568951032,109.47243566360677
2020-10-03,109.6637257075394,109.82714308702207,108.80509408112196,109.11555690017232
2020-10-04,109.04101800270628,109.05470021548699,107.75766896641386,108.21909216058543
2020-10-05,108.95167079993882,108.99917821787776,108.56917168562534,108.78868567576836
2020-10-06,107.87265542926791,108.32322828671487,107.60636370567764,108.23002637004157
2020-10-07,107.85765394884343,108.64539377768652,107.6666325237178,108.62231769799989
2020-10-08,109.06741920323961,109.68971628084579,108.47097757607737,109.06152057206728
2020-10-09,110.22417130881551,110.4686673500773,109.52232342997361,109.87325340552125
2020-10-10,106.87623793628396,107.47198320874136,106.29794111134339,106.93465562977686
2020-10-11,110.23606897364033,110.41669141899867,110.06720272452726,110.18826017329417
2020-10-12,106.16501738430642,106.36925970836116,105.1067088293853,105.9835515346086
2020-10-13,107.55686998971211,108.24966822133193,107.16479141042967,107.66206169172249
2020-10-14,108.63880500081798,108.77013756729056,107.83342160235733,108.27830659518727
2020-10-15,107.89904682577381,108.82465271612567,107.26427951715694,107.84520128172349
2020-10-16,106.44167333818436,106.9494280347606,106.19357849696972,106.81395151796939
2020-10-17,107.37413194359152,107.79044766676427,107.02797874592899,107.09933794350728
2020-10-18,106.82921481595073,107.08621369043517,106.0043547798911,106.6837834955859
2020-10-19,106.29849068009538,106.88204034368712,106.21436183390114,106.45540800639031
2020-10-20,107.32960864596157,108.47678619635155,107.04920408755977,107.76117762757474
2020-10-21,107.75199422876626,107.82540628633883,106.313475610049,107.13435972764081
2020-10-22,105.4610756754457,106.93922503034503,105.14646051273957,105.94932183374597
2020-10-23,107.24019261307357,107.53427605003114,106.85395677667334,107.40599037198533
2020-10-24,106.51883078064587,106.78133783542802,106.1573395422155,106.67727508920011
2020-10-25,107.32768674064258,107.77021289327446,106.90315301338764,107.04600345477022
2020-10-26,106.82313560832112,107.30404114757893,105.95034907919349,106.72567174754076
2020-10-27,104.98381864339461,105.40399977542369,104.85843276329356,105.12984063395446
2020-10-28,105.08321409693863,105.34090506203364,104.76485044706902,105.26149398862552
2020-10-29,106.28546284939496,106.51764033675973,106.14782893687094,106.43201009156637
2020-10-30,106.7044961389128,107.0520746462056,106.02474720839436,106.15848551233834
2020-10-31,104.87815813325115,105.58277272653956,104.76228610531099,105.39112459208901
2020-11-01,105.5549416046026,105.71674150482929,105.33969329861509,105.39393105657132
2020-11-02,105.85310770920277,106.64576714178067,105.67285614263464,106.41966631457602
2020-11-03,104.28705305422058,104.77062924246869,104.10025905051305,104.41680093292992
2020-11-04,105.43798002782908,105.49209435600764,105.42283157989581,105.42296570019195
2020-11-05,104.22139830818578,105.05873751185202,104.03404598422387,104.54244758239119
2020-11-06,104.44450723366684,104.46432660631947,104.35061106980064,104.39715642851745
2020-11-07,105.6165404161011,106.3794419388519,105.31138985232411,105.58538551474201
2020-11-08,105.34913493991121,105.41704971272544,104.48513015718653,105.18551627372044
2020-11-09,105.56516734628218,105.58309522679289,104.98695923929905,105.04896594949454
2020-11-10,105.55939797992495,106.28730203236478,104.5895251739234,105.41829968766864
2020-11-11,104.1018479804824,104.65484383829207,104.00957361398352,104.01333853310258
2020-11-12,104.60059273598328,105.08034305767798,104.31329697200225,104.55608965803918
2020-11-13,103.55496572590263,103.76646769546454,102.72081418164676,103.44809678744352
2020-11-14,103.89318022512792,104.2954724041007,103.65954720157526,103.96931589569692
2020-11-15,103.3705086431499,104.05867461062682,103.30491891964037,103.40448337912922
2020-11-16,103.90783293302725,104.49295146111444,103.17278312182671,103.52391926822963
2020-11-17,104.42040396018083,104.56077624711176,103.65444193234552,103.91732347764713
2020-11-18,102.6659633918377,102.9430724660737,101.5851846413952,102.4022585835195
2020-11-19,105.08818059149948,105.92077571740505,104.91141884680846,105.21436937343023
2020-11-20,102.0736059107114,102.46920715777833,101.26028763229162,102.02077476009906
2020-11-21,101.06551187023331,101.77862885324267,100.86378487198827,101.72083471158368
2020-11-22,103.79756223120886,104.54349498751668,103.58936356610354,104.00489706260608
2020-11-23,104.24352437779854,104.4680356689236,102.68518446059865,103.55385048048453
2020-11-24,103.07775948654901,103.47221875184046,102.94650511286467,103.30545138620728
2020-11-25,102.7315757798363,103.88669763885915,102.3188419228823,103.23266279832623
2020-11-26,102.4348553636332,102.70873971333904,102.43467629312643,102.51899412632838
2020-11-27,101.92020419892155,102.06897130440423,100.91868912351453,101.56494008693693
2020-11-28,102.44890414065806,102.56364579150826,102.0104211946427,102.47307059888693
2020-11-29,101.78819454643185,102.07957974032435,101.29769667686891,101.65937793623237
2020-11-30,103.63547886187261,103.95771207880361,102.66740754541922,103.25521485955541
2020-12-01,101.57779469004691,102.40243283832606,101.42992649350576,102.0809507067783
2020-12-02,101.6332679552089,101.96706522318759,101.35083519241017,101.35485264086478
2020-12-03,101.9725696269664,102.54478617755342,101.66279843095805,101.81580145666763
2020-12-04,102.00147239357756,103.35713842921734,101.86118729252865,102.51151440298815
2020-12-05,101.29361745984548,101.7138164773978,100.89610107404667,101.50087020707868
2020-12-06,101.47589616998509,101.57361068478373,100.3407809632262,101.21305574259662
2020-12-07,101.60364650482437,102.39126725154807,101.57077844608662,102.25436308384919
2020-12-08,101.89238193047669,103.12251308586669,101.3863616457877,102.23580465660368
2020-12-09,101.14513086370475,102.29252116011321,100.84463527069609,101.4688590158297
2020-12-10,101.40755207147757,101.97163130515395,101.23122734632057,101.49456454910172
2020-12-11,102.85578876748457,102.93199215056589,102.09976356821971,102.19231989599707
2020-12-12,100.36151710019115,100.96667135550685,99.82901568773104,100.51174423184055
2020-12-13,100.51082804016193,101.09809134281828,99.99773035972245,100.55683515781871
2020-12-14,101.30377288685926,101.33213146016688,101.21368664695558,101.25525219033224
2020-12-15,101.61366155240674,102.42196313468077,101.4659677126365,101.77458436395551
2020-12-16,101.95343011300972,102.42697853305816,101.50340447026535,102.31821743160354
2020-12-17,103.56607312401029,104.20571637896738,103.08356433869918,103.50688841295317
2020-12-18,103.16402020486744,103.57545385269782,102.55475288598564,102.91835397338491
2020-12-19,102.52582915943245,102.52625966350033,101.55292203824509,101.93484875832726
2020-12-20,102.09793240328459,102.14474204667171,101.9417083496493,102.11478088633723
2020-12-21,101.09175867774908,101.4245280159564,100.87187831658719,101.17517562523233
2020-12-22,102.33369559176535,102.42281891487386,101.9060030228922,102.20797421752386
2020-12-23,102.00609397847556,102.28332101167994,101.94902723499153,101.991457104447
